Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IND,8th Avenue,163 St-Amsterdam Av,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Saint Nicholas Av,162nd St,SW,40.835564,-73.9398855
IND,8th Avenue,168 St,A,C,1,,,,,,,,,TRUE,1 not ADA,TRUE,Stair,YES,,NONE,Saint Nicholas Av,169th St,NW,40.8413345,-73.939318
IND,8th Avenue,175 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Fort Washington Av,175th St,SW,40.847172,-73.939795
IND,8th Avenue,181 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Fort Washington Av,181st St,SW,40.851738,-73.9375865
IND,8th Avenue,190 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Fort Washington Av,Cabrini Blvd,SE,40.858928500000005,-73.93347
IND,8th Avenue,23 St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,8th Av,23rd St,SW,40.745917000000006,-73.9979565
IND,8th Avenue,34 St-Penn Station,A,C,E,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,8th Av,33rd St,SW,40.752172,-73.9934195
IND,8th Avenue,42 St-Port Authority Bus Terminal,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Easement,YES,,FULL,8th Av,40th St,SW,40.757243,-73.989861
IND,8th Avenue,50 St,C,E,,,,,,,,,,TRUE,Southbound Only,FALSE,Stair,YES,,FULL,8th Av,49th St,SW,40.7622955,-73.98616799999999
IND,8th Avenue,59 St-Columbus Circle,A,B,C,D,1,,,,,,,TRUE,In Construction,TRUE,Stair,YES,,PART,Central Park West,60th St,West,40.7675675,-73.98229599999999
IND,8th Avenue,72 St,B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Central Park West,70th St,SW,40.7756855,-73.9765605
IND,8th Avenue,81 St-Museum of Natural History,B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Central Park West,77th St,NW,40.7812865,-73.97246
IND,8th Avenue,86 St,B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Central Park West,86th St,SW,40.785982000000004,-73.969055
IND,8th Avenue,96 St,B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Central Park West,96th St,SW,40.792116500000006,-73.9646625
IND,8th Avenue,Canal St,A,C,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Thompson St,Canal St,NE,40.720918499999996,-74.00531649999999
IND,8th Avenue,Cathedral Pkwy (110 St),B,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Frederick Douglass Blvd,109th St,SW,40.800433999999996,-73.9586435
IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Church St,Murray St,NW,40.714524,-74.00834950000001
IND,8th Avenue,Dyckman St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Dyckman St,SW,40.865503000000004,-73.92751150000001
IND,8th Avenue,Fulton St,A,C,J,Z,2,3,4,5,,,,FALSE,,TRUE,Easement,YES,,FULL,Broadway,Fulton St,NE,40.710692,-74.008428
IND,8th Avenue,High St,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Sands St,Adams St,SE,40.6992585,-73.9898435
IND,8th Avenue,Inwood-207 St,A,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Broadway,207th St,SW,40.867898,-73.9203575
IND,8th Avenue,Spring St,C,E,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,6th Av,Spring St,NW,40.7258955,-74.00403650000001
IND,8th Avenue,W 4 St-Wash Sq,A,B,C,D,E,F,M,,,,,TRUE,,TRUE,Stair,YES,,FULL,6th Av,West 3rd St,NW,40.7321725,-74.0005745
IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,,,FALSE,Construction,TRUE,Stair,YES,,FULL,Church St,Vesey St,NW,40.7127315,-74.0096695
IND,Archer Avenue,Jamaica Center-Parsons/Archer,E,J,Z,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Parsons Blvd,Archer Ave,NE,40.7022305,-73.801131
IND,Archer Avenue,Jamaica-Van Wyck,E,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Wyck Expwy,Jamaica Ave,NW,40.701986000000005,-73.816821
IND,Archer Avenue,Sutphin Blvd-Archer Av-JFK Airport,E,J,Z,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Sutphin Blvd,Archer Ave,SW,40.7006365,-73.8076645
IND,Concourse,155 St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Frederick Douglass Blvd,156th St,NW,40.830313,-73.936687
IND,Concourse,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Door,YES,,NONE,Walton Av,161st St,NW,40.8276925,-73.925139
IND,Concourse,167 St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,McClellan St,SW,40.83385,-73.91832199999999
IND,Concourse,170 St,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,170th St,SW,40.839259,-73.913467
IND,Concourse,174-175 Sts,B,D,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Grand Concourse,174th St,NW,40.845697,-73.91012950000001
IND,Concourse,182-183 Sts,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,182nd St,SW,40.856050499999995,-73.90079449999999
IND,Concourse,Bedford Park Blvd,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,Bedford Park Blvd,NW,40.8731095,-73.88718
IND,Concourse,Fordham Rd,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,188th St,SW,40.861877500000006,-73.89738
IND,Concourse,Kingsbridge Rd,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,Kingsbridge Rd,NW,40.8671205,-73.89363
IND,Concourse,Norwood-205 St,D,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Perry Av,205th St,NW,40.874554,-73.8785555
IND,Concourse,Tremont Av,B,D,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,Echo Pl,SW,40.85052,-73.9051735
IND,Crosstown,21 St,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jackson Ave,47th Ave,SW,40.7446615,-73.948771
IND,Crosstown,Bedford-Nostrand Avs,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Nostrand Ave,Lafayette Ave,NW,40.6896625,-73.9534825
IND,Crosstown,Broadway,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Union Ave,Heyward St,NW,40.7053045,-73.950308
IND,Crosstown,Classon Av,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Classon Ave,Lafayette Ave,NW,40.688847499999994,-73.96004300000001
IND,Crosstown,Clinton-Washington Avs,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Washington Ave,Lafayette Ave,NE,40.6881675,-73.966755
IND,Crosstown,Court Sq,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jackson Av,45th Rd,NW,40.7467925,-73.94431850000001
IND,Crosstown,Flushing Av,G,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Union Ave,Flushing Ave,SW,40.699783499999995,-73.9500295
IND,Crosstown,Fulton St,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,S Portland Av,Lafayette Av,SW,40.687107,-73.9757725
IND,Crosstown,Greenpoint Av,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Manhattan Ave,India St,SW,40.731164,-73.95441650000001
IND,Crosstown,Metropolitan Av,G,L,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Union Ave,Metropolitan Ave,NE,40.7138355,-73.9516115
IND,Crosstown,Myrtle-Willoughby Avs,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Marcy Ave,Myrtle Ave,NW,40.695468000000005,-73.94922
IND,Crosstown,Nassau Av,G,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Manhattan Ave,Norman Ave,NW,40.724611499999995,-73.95127
IND,Culver,18 Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,McDonald Ave,18th Ave,SW,40.629617999999994,-73.97694849999999
IND,Culver,Avenue I,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,McDonald Ave,Avenue I,NW,40.625213,-73.976112
IND,Culver,Avenue N,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,McDonald Ave,Avenue M,SW,40.6152195,-73.9742085
IND,Culver,Avenue P,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,McDonald Ave,Avenue P,SW,40.608828,-73.9730005
IND,Culver,Avenue U,F,,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,McDonald Av,Gravesend Neck Rd,SW,40.595962,-73.97337999999999
IND,Culver,Avenue X,F,,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Shell Rd,Av X,SW,40.590206,-73.974166
IND,Culver,Bay Pkwy,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,McDonald Ave,Bay Pkwy,SW,40.620979500000004,-73.97530850000001
IND,Culver,Ditmas Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,McDonald Ave,Cortelyou Rd,SW,40.636248,-73.9781885
IND,Culver,Kings Hwy,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,McDonald Ave,Avenue S,NW,40.6030925,-73.972382
IND,Culver,Neptune Av,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,West 6th St,Neptune Av,NW,40.5805615,-73.9746105
IND,Far Rockaway,Beach 25 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 25th St,Rockaway Frwy,NW,40.5995675,-73.7617775
IND,Far Rockaway,Beach 36 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 36th,Edgemere Ave,NE,40.595456999999996,-73.768116
IND,Far Rockaway,Beach 44 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 45th St,Edgemere Av,SW,40.592983000000004,-73.775912
IND,Far Rockaway,Beach 60 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 60th St,Rockaway Frwy,SE,40.5923795,-73.7893655
IND,Far Rockaway,Beach 67 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 67th St,Rockaway Frwy,SW,40.5910335,-73.796391
IND,Far Rockaway,Far Rockaway-Mott Av,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Beach 22nd St,Mott Ave,SW,40.604657,-73.754178
IND,Fulton Street,Broadway Junction,A,C,J,L,Z,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Fulton St,Van Sinderen Av,SW,40.678334,-73.903922
IND,Fulton Street,Clinton-Washington Avs,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Washington Av,Fulton Av,NE,40.6832815,-73.96584949999999
IND,Fulton Street,Euclid Av,A,C,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Euclid Av,Pitkin Av,SW,40.675414,-73.8719285
IND,Fulton Street,Franklin Av,C,FS,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,Franklin Av,Fulton St,SW,40.68115349999999,-73.955715
IND,Fulton Street,Hoyt-Schermerhorn,A,C,G,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hoyt St,Schermerhorn St,NE,40.688740499999994,-73.9850785
IND,Fulton Street,Jay St-MetroTech,A,C,F,R,,,,,,,,TRUE,,TRUE,Escalator,YES,,FULL,Jay St,Willoughby St,NW,40.692525,-73.9872915
IND,Fulton Street,Kingston-Throop Avs,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Throop Av,Fulton St,NW,40.679892499999994,-73.9408045
IND,Fulton Street,Lafayette Av,C,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Portland Av,Fulton Av,NW,40.686056,-73.973683
IND,Fulton Street,Liberty Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Pennsylvania Av,Liberty Av,NW,40.6744045,-73.896544
IND,Fulton Street,Nostrand Av,A,C,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Nostrand Av,Fulton St,NW,40.6804,-73.9495835
IND,Fulton Street,Ralph Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Ralph Av,Mac Dougal St,NE,40.678933,-73.921656
IND,Fulton Street,Rockaway Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Rockaway Av,Fulton St,NW,40.67830549999999,-73.9121965
IND,Fulton Street,Shepherd Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Shepherd Av,Pitkin Av,SW,40.6741365,-73.880797
IND,Fulton Street,Utica Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Utica Av,Fulton St,SW,40.679312499999995,-73.930873
IND,Fulton Street,Van Siclen Av,A,C,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Van Siclen Av,Pitkin Av,NW,40.672664499999996,-73.89037400000001
IND,Liberty Avenue,104 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,104th St,Liberty Av,NE,40.682057,-73.83678900000001
IND,Liberty Avenue,111 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,111th St,Liberty Av,NE,40.684422999999995,-73.8318935
IND,Liberty Avenue,80 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,80th St,Liberty Av,NE,40.6793565,-73.85915750000001
IND,Liberty Avenue,88 St,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,88th St,Liberty Av,NE,40.6799005,-73.850407
IND,Liberty Avenue,Grant Av,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Grant Av,Pitkin Av,NE,40.676735,-73.865491
IND,Liberty Avenue,Ozone Park-Lefferts Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lefferts Blvd,Liberty Av,NW,40.685977,-73.8257105
IND,Liberty Avenue,Rockaway Blvd,A,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,97th St,Liberty Av,SW,40.680465999999996,-73.843848
IND,Prospect Park,15 St-Prospect Park,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Prospect Park West,16th St,NE,40.660418,-73.9794715
IND,Prospect Park,4 Av-9 St,F,G,R,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,4th Ave,10th St,NW,40.6699815,-73.989345
IND,Prospect Park,7 Av,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,8th Ave,9th St,SW,40.666303,-73.980429
IND,Prospect Park,Bergen St,F,G,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Smith St,Warren St,NW,40.686156499999996,-73.99086700000001
IND,Prospect Park,Carroll St,F,G,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Smith St,2nd St,SE,40.680229499999996,-73.9947675
IND,Prospect Park,Church Av,F,G,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,McDonald Ave,Albemarle Rd,SW,40.6438065,-73.97963949999999
IND,Prospect Park,Fort Hamilton Pkwy,F,G,,,,,,,,,,FALSE,,TRUE,Door,YES,,NONE,Prospect Expwy,Fort Hamilton Pkwy,NW,40.651259499999995,-73.975836
IND,Prospect Park,Smith-9 Sts,F,G,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Smith St,9th St,NE,40.674725,-73.997505
IND,Queens,169 St,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,169th St,Hillside Av,NW,40.710390000000004,-73.7938415
IND,Queens,36 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,36th St,Northern Blvd,NE,40.752053000000004,-73.928863
IND,Queens,46 St,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,48th St,Broadway,SE,40.7563405,-73.91329350000001
IND,Queens,5 Av/53 St,E,M,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Madison Ave,53rd St,SE,40.759989000000004,-73.975002
IND,Queens,63 Dr-Rego Park,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,64th Rd,Queens Blvd,NW,40.729632,-73.86118350000001
IND,Queens,65 St,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,65th St,Broadway,SE,40.7492375,-73.89743849999999
IND,Queens,67 Av,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,67th Dr,Queens Blvd,SW,40.7265515,-73.852563
IND,Queens,7 Av,B,D,E,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Broadway,53rd St,SE,40.763090500000004,-73.982122
IND,Queens,75 Av,E,F,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,75th Rd,Queens Blvd,SE,40.718478000000005,-73.8375
IND,Queens,Briarwood-Van Wyck Blvd,F,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Van Wyck Blvd,Queens Blvd,SW,40.708692,-73.819942
IND,Queens,Court Sq-23 St,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,23rd St,44th Ave,NE,40.7479505,-73.945933
IND,Queens,Elmhurst Av,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Elmhurst Av,Broadway,SW,40.742333,-73.88203200000001
IND,Queens,Forest Hills-71 Av,E,F,M,R,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,71st,Queens Blvd,SW,40.721684499999995,-73.84427099999999
IND,Queens,Grand Av-Newtown,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,Queens Blvd,SW,40.7366825,-73.876924
IND,Queens,Jackson Heights-Roosevelt Av,E,F,M,R,7,,,,,,,TRUE,,TRUE,Door,YES,,FULL,75th St,Roosevelt Av,SW,40.746612999999996,-73.8913815
IND,Queens,Jamaica-179 St,F,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Midland Pkwy,Hillside Av,NE,40.712723499999996,-73.7835915
IND,Queens,Kew Gardens-Union Tpke,E,F,,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Union Tpke,Queens Blvd,NW,40.714341,-73.83103399999999
IND,Queens,Lexington Av/53 St,E,M,6,,,,,,,,,TRUE,,TRUE,Elevator,YES,,NONE,Lexington Avenue,52nd Street,NE,40.7579825,-73.970133
IND,Queens,Northern Blvd,M,R,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,54th St,Northern Blvd,NW,40.753257000000005,-73.906983
IND,Queens,Parsons Blvd,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Parsons Blvd,Hillside Av,NW,40.7074675,-73.8036155
IND,Queens,Queens Plaza,E,M,R,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Northern Blvd,41st Ave,NW,40.7491615,-73.93728250000001
IND,Queens,Steinway St,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Steinway St,34th Av,SW,40.757431,-73.9202705
IND,Queens,Sutphin Blvd,F,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Sutphin Blvd,Hillside Av,SW,40.705425500000004,-73.81071850000001
IND,Queens,Woodhaven Blvd,M,R,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Woodhaven Blvd,Queens Blvd,SW,40.733298000000005,-73.869794
IND,Rockaway,Aqueduct Racetrack,A,,,,,,,,,,,FALSE,,FALSE,Ramp,YES,,NONE,,,,40.67219,-73.834446
IND,Rockaway,Aqueduct-North Conduit Av,A,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Cohancy St,North Conduit Av,NE,40.668178499999996,-73.8341005
IND,Rockaway,Beach 105 St,H,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 106th St,Rockaway Frwy,SW,40.583311,-73.82731849999999
IND,Rockaway,Beach 90 St,H,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 90th St,Rockaway Frwy,NE,40.587947,-73.813936
IND,Rockaway,Beach 98 St,H,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Beach 98th St,Rockaway Frwy,SW,40.585374,-73.82042200000001
IND,Rockaway,Broad Channel,A,H,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,West Rd,Noel Rd,NE,40.608007,-73.815967
IND,Rockaway,Howard Beach-JFK Airport,A,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,103rd St,159th Av,NE,40.660323,-73.8304435
IND,Rockaway,Rockaway Park-Beach 116 St,H,,,,,,,,,,,TRUE,,TRUE,Door,YES,,FULL,Beach 116th St,Wainwright Ct,NE,40.58051,-73.837418
IRT,7th Ave-Bway,103 St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,103rd St,NW,40.799363,-73.968385
IRT,7th Ave-Bway,116 St-Columbia University,1,,,,,,,,,,,FALSE,,TRUE,Stair,NO,YES,NONE,Broadway,115th St,SE,40.807967500000004,-73.963754
IRT,7th Ave-Bway,125 St,1,,,,,,,,,,,FALSE,,TRUE,Escalator,YES,,FULL,Broadway,125th St,SW,40.8154155,-73.958596
IRT,7th Ave-Bway,137 St-City College,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,137th St,SW,40.821466,-73.954132
IRT,7th Ave-Bway,14 St,F,L,M,1,2,3,,,,,,FALSE,,TRUE,Stair,YES,,NONE,7th Ave,12th St,NW,40.737986,-74.00011
IRT,7th Ave-Bway,145 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,145th St,NE,40.826428,-73.95034100000001
IRT,7th Ave-Bway,157 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,157th St,NW,40.834050000000005,-73.9449015
IRT,7th Ave-Bway,168 St,A,C,1,,,,,,,,,FALSE,1 not ADA,TRUE,Stair,YES,,NONE,Broadway,168th St,SW,40.840870499999994,-73.9399645
IRT,7th Ave-Bway,18 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,7th Ave,18th St,SW,40.7413515,-73.99765099999999
IRT,7th Ave-Bway,181 St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Saint Nicholas Ave,181st St,SE,40.8492665,-73.9335875
IRT,7th Ave-Bway,191 St,1,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Saint Nicholas Ave,191st St,SW,40.8558935,-73.9310705
IRT,7th Ave-Bway,207 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,10th Ave,207th St,SW,40.864487499999996,-73.9189515
IRT,7th Ave-Bway,215 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,10th Ave,215th St,SW,40.869554,-73.91520449999999
IRT,7th Ave-Bway,23 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,7th Ave,23rd St,SW,40.7441115,-73.9956245
IRT,7th Ave-Bway,231 St,1,,,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Broadway,231st St,SW,40.878931,-73.904781
IRT,7th Ave-Bway,238 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,238th St,SW,40.8850195,-73.900681
IRT,7th Ave-Bway,28 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,7th Ave,27th St,NW,40.746993,-73.993538
IRT,7th Ave-Bway,34 St-Penn Station,1,2,3,,,,,,,,,TRUE,,TRUE,Easement,YES,,PART,7th Ave,32nd St,W,40.7504215,-73.991022
IRT,7th Ave-Bway,50 St,1,,,,,,,,,,,FALSE,,FALSE,Easement,YES,,NONE,Broadway,50th St,SW,40.761336,-73.9838635
IRT,7th Ave-Bway,59 St-Columbus Circle,A,B,C,D,1,,,,,,,TRUE,In Construction,TRUE,Stair,YES,,NONE,Columbus Circle,59th St,SE,40.7685035,-73.9818175
IRT,7th Ave-Bway,66 St-Lincoln Center,1,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Broadway,66th St,SE,40.773643,-73.982226
IRT,7th Ave-Bway,72 St,1,2,3,,,,,,,,,TRUE,,TRUE,Door,YES,,NONE,Broadway,72nd St,SE,40.7787915,-73.9818845
IRT,7th Ave-Bway,79 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,79th St,SW,40.783843000000005,-73.979968
IRT,7th Ave-Bway,86 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,86th St,SW,40.788546499999995,-73.976509
IRT,7th Ave-Bway,96 St,1,2,3,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,Broadway,96th St,SW,40.793617499999996,-73.9725945
IRT,7th Ave-Bway,Canal St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Canal St,Varick St,NW,40.722714499999995,-74.00630699999999
IRT,7th Ave-Bway,Cathedral Pkwy (110 St),1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,Cathedral Pkwy,NW,40.804158,-73.96660399999999
IRT,7th Ave-Bway,Chambers St,1,2,3,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Chambers St,West Broadway,SW,40.7155425,-74.009242
IRT,7th Ave-Bway,Christopher St-Sheridan Sq,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,7th Ave,Christopher St,SW,40.733526999999995,-74.0029475
IRT,7th Ave-Bway,Dyckman St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Hillside Ave,Nagle Ave,SW,40.861185,-73.925094
IRT,7th Ave-Bway,Franklin St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,West Broadway,Franklin St,SW,40.7194415,-74.00687049999999
IRT,7th Ave-Bway,Houston St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Varick St,King St,SW,40.7282125,-74.0053835
IRT,7th Ave-Bway,Marble Hill-225 St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Broadway,225th St,NW,40.8743725,-73.910162
IRT,7th Ave-Bway,Rector St,1,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Greenwich St,Morris St,NW,40.707342,-74.013882
IRT,7th Ave-Bway,South Ferry,R,1,,,,,,,,,,TRUE,R not ADA,TRUE,Elevator,YES,,FULL,Whitehall St,State St,SW,40.7021395,-74.0136605
IRT,7th Ave-Bway,Times Sq-42 St,A,C,E,N,Q,R,GS,1,2,3,7,TRUE,Shuttle not ADA,TRUE,Stair,YES,,PART,7th Ave,41st St,SE,40.755522,-73.987189
IRT,7th Ave-Bway,Van Cortlandt Park-242 St,1,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Broadway,242nd St,NW,40.8899095,-73.89811499999999
